,categories,city,days,description,description_2,email,end_time,end_time_0,end_time_1,end_time_2,end_time_3,end_time_4,end_time_5,end_time_6,fax,id,lat,lng,logo_id,marker_id,path,phone,postal_code,start_time,start_time_0,start_time_1,start_time_2,start_time_3,start_time_4,start_time_5,start_time_6,state,store_id,street,time_per_day,title,website
89,64,Richmond Hill,,Tony Singh,Sat: 9:00AM-10:00AM,,,,,,,,,,,417,40.693167,-73.84402,27,44,58ab4127e452b_pantry_logo2.png,646-427-0956,11418,,,,,,,,,NY,,102-16 89th Avenue,0,Calvary's Mission,
90,66,Brooklyn ,,,Mon-Fri  9:00AM-5:00PM,,,,,,,,,,,732,40.6486742,-73.957286,46,44,snap_logo.png,718-826-2223 ,11226,,,,,,,,,NY,,21 SNYDER AVENUE,0,CAMBA ,
91,64,Brooklyn,,Lucila Santana,Tue: 10:00AM-1:00PM|-      -|Thu: 10:00AM-1:00PM|-      -|Sat: 10:00AM-1:00PM,,,,,,,,,,,206,40.650466,-73.958055,27,44,58ab4127e452b_pantry_logo2.png,718-282-3082,11226,,,,,,,,,NY,,21 Snyder Avenue,0,CAMBA Food Pantry,
92,65,Manhattan,,Thomas Perry,Sun: 10:00AM-11:30AM|-      -|Sun: 12:30PM-2:30PM,,,,,,,,,,,598,40.8038209,-73.963206,28,44,58ab42aa3f633_kitchen.png,212-316-7583,10025,,,,,,,,,NY,,1047 Amsterdam Avenue,0,Cathedral Community Cares,
93,64,Brooklyn,,Rev. Norma Canty,Tue: 9:00AM-11:30AM|-      -|Thu: 9:00AM-11:30AM,,,,,,,,,,,254,40.7012519,-73.931652,27,44,58ab4127e452b_pantry_logo2.png,718-809-4965,11206,,,,,,,,,NY,,43 George Street,0,Cathedral of Joy CDC,
94,65,Brooklyn,,Julio Diaz,Tue: 9:00AM-10:30AM|-      -|Tue: 12:00PM-1:30PM,,,,,,,,,,,647,40.7012519,-73.931652,28,44,58ab42aa3f633_kitchen.png,718-213-6957,11206,,,,,,,,,NY,,43 George Street,0,Cathedral of Joy CDC,
95,64,Brooklyn,,Jennifer Smith,Mon: 9:00AM-1:30PM,,,,,,,,,,,162,40.5774139,-73.984958,27,44,58ab4127e452b_pantry_logo2.png,718-718-9790 ext. 8025,11224,,,,,,,,,NY,,2866 West 17th Street,0,CCNS-BFFY @ Our Lady of Solace,
96,64,Brooklyn,,Jennifer Smith,Thu: 9:30AM-12:00PM|-      -|Thu: 1:30PM-3:00PM,,,,,,,,,,,58,40.692675,-73.991738,27,44,58ab4127e452b_pantry_logo2.png,718-726-9790 ext. 8025,11201,,,,,,,,,NY,,191 Joralemon Street,0,CCNS-Brooklyn West Family Center,
97,64,Brooklyn,,Jennifer Smith,Wed: 9:30AM-12:00PM|-      -|Wed: 1:30PM-3:00PM,,,,,,,,,,,51,40.632559,-74.026201,27,44,58ab4127e452b_pantry_logo2.png,718-726-9790 ext. 8025,11209,,,,,,,,,NY,,336 73rd Street,0,CCNS-Our Lady of Angels Human Services,
98,64,Brooklyn,,Maureen Benjamin,Sat: 10:00AM-11:30AM,,,,,,,,,,,258,40.6394049,-73.909987,27,44,58ab4127e452b_pantry_logo2.png,347-400-7141,11236,,,,,,,,,NY,,757 East 86th Street,0,CCNS-Our Lady of Miracles-Canarsie Cluster Center,
99,64,Brooklyn,,Jennifer Smith,Wed: 9:30AM-1:30PM,,,,,,,,,,,472,40.661605,-73.905821,27,44,58ab4127e452b_pantry_logo2.png,718-726-9790 ext. 8025,11212,,,,,,,,,NY,,440 Watkins street,0,CCNS-Riverdale Osborne,
100,64,Brooklyn,,Jennifer Smith,Tue: 8:30AM-12:00PM,,,,,,,,,,,388,40.6945229,-73.937217,27,44,58ab4127e452b_pantry_logo2.png,718-722-6001,11206,,,,,,,,,NY,,333 Hart Street,0,CCNS-St John's Food Pantry,
101,64,Brooklyn,,Jennifer Smith,Thu: 9:30AM-11:30AM,,,,,,,,,,,312,40.588106,-73.950443,27,44,58ab4127e452b_pantry_logo2.png,718-722-6001,11235,,,,,,,,,NY,,2609 East 19th Street,0,CCNS-St. Marks,
102,64,Flushing,,Jennifer Smith,Tue: 10:00AM-12:00PM|-      -|Thu: 10:00AM-12:00PM,,,,,,,,,,,123,40.7593469,-73.825918,27,44,58ab4127e452b_pantry_logo2.png,718-961-0295,11355,,,,,,,,,NY,,136-76 41st Avenue,0,CCNS-St. Michael's Church,
103,64,Long Island City,,Telisha Taylor,Tue: 12:00PM-3:00PM|-      -|Wed: 11:00AM-2:00PM|-      -|Thu: 12:00PM-3:00PM,,,,,,,,,,,558,40.744292,-73.944569,27,44,58ab4127e452b_pantry_logo2.png,718-784-4673,11101,,,,,,,,,NY,,38-49 12th Street,0,Center of Hope International,
104,65,Manhattan,,Robert Alexander,Fri: 6:30AM-7:30AM,,,,,,,,,,,586,40.7598709,-73.970569,28,44,58ab42aa3f633_kitchen.png,(212) 838-5122 x4270,10022,,,,,,,,,NY,,123 East 55th Street,0,Central Synagogue Caring Community,
105,64,Manhattan,,Swann Streety,Wed: 10:00AM-3:00PM|-      -|Thu: 10:00AM-3:00PM,,,,,,,,,,,192,40.8023049,-73.936464,27,44,58ab4127e452b_pantry_logo2.png,917-822-6429,10035,,,,,,,,,NY,,219 East 123rd Street,0,Chambers Memorial Baptist Church,
106,64,Brooklyn,,Sister Lillian  Burley,Fri: 9:30AM-2:00PM,,,,,,,,,,,207,40.6658469,-73.958673,27,44,58ab4127e452b_pantry_logo2.png,347-616-3228,11225,,,,,,,,,NY,,11 Mckeever Place,0,Chance for Children,
107,64,Brooklyn,,Mireille Massac,Thu: 10:00AM-1:00PM,,,,,,,,,,,165,40.688307,-73.959922,27,44,58ab4127e452b_pantry_logo2.png,917-204-0276,11238,,,,,,,,,NY,,352-358 Classon Avenue,0,Child Development Support Corp.,
108,64,Staten Island,,Antoine Jones,Thu: 6:00PM-7:00PM,,,,,,,,,,,541,40.636424,-74.165054,27,44,58ab4127e452b_pantry_logo2.png,718-273-0372,10303,,,,,,,,,NY,,121 Grandview Avenue,0,Christ Abundant Life Ministries,
109,64,Manhattan,,Judith Phillips,Mon: 9:30AM-10:30AM|-      -|Tue: 9:30AM-10:30AM|-      -|Wed: 9:30AM-10:30AM|-      -|Thu: 9:30AM-10:30AM|-      -|Fri: 9:30AM-10:30AM,,,,,,,,,,,65,40.7757739,-73.980981,27,44,58ab4127e452b_pantry_logo2.png,212-787-2755,10023,,,,,,,,,NY,,120 West 69th Street,0,Christ and St. Stephen's Food Pantry,
110,64,Brooklyn,,Babatunde Adebiyi,Tue: 6:30PM-7:30PM|-      -|Sat: 11:00AM-2:00PM,,,,,,,,,,,515,40.638587,-73.972289,27,44,58ab4127e452b_pantry_logo2.png,516-263-4218,11218,,,,,,,,,NY,,622 Cortelyou Road,0,Christ Apostolic Church Goke Food Pantry,
111,64,Bronx,,Reverand Joseph Famuyide,Wed: 6:30PM-8:30PM,,,,,,,,,,,440,40.855642,-73.894147,27,44,58ab4127e452b_pantry_logo2.png,516-330-1146,10458,,,,,,,,,NY,,442 East 183rd Street,0,Christ Apostolic Church WOSEM,
112,64,Jamaica,,Anthony Lavalle,Sat: 10:00AM-1:00PM,,,,,,,,,,,525,40.683717,-73.77123,27,44,58ab4127e452b_pantry_logo2.png,917-861-5087,11434,,,,,,,,,NY,,122-20 Merrill Street,0,Christ Church International Joseph's House,
113,65,Manhattan,,Rosann Degenaro,Sun: 4:30PM-6:30PM,,,,,,,,,,,587,40.7637489,-73.969368,28,44,58ab42aa3f633_kitchen.png,212-838-3036,10065,,,,,,,,,NY,,520 Park Avenue,0,Christ Church United Methodist,
114,64,Bronx,,Emaeyak Ekanem,Tue: 8:00AM-10:00AM|-      -|Wed: 10:30AM-1:00PM|-      -|Sat: 10:30AM-1:00PM,,,,,,,,,,,466,40.8696649,-73.879523,27,44,58ab4127e452b_pantry_logo2.png,718-994-5422,10467,,,,,,,,,NY,,3021-33 Webster Avenue,0,Christ Disciples International Ministries,
115,64,St. Albans,,Charlene Jennings,Mon: 10:00AM-12:00PM,,,,,,,,,,,426,40.7061789,-73.757955,27,44,58ab4127e452b_pantry_logo2.png,718-749-8768,11412,,,,,,,,,NY,,198-17 Hollis Avenue,0,Christ Is The Answer Full Gospel Ministry Inc.,
116,64,Bronx,,Yolanda Lewi,Wed: 12:00PM-1:30PM,,,,,,,,,,,287,40.8470149,-73.881692,27,44,58ab4127e452b_pantry_logo2.png,347-388-5992,10462,,,,,,,,,NY,,1812 White Plains Rd,0,Christ Jesus Baptist Church,
117,64,Manhattan,,Loria Frizzell,Fri: 2:00PM-3:00PM,,,,,,,,,,,513,40.808553,-73.941308,27,44,58ab4127e452b_pantry_logo2.png,917-916-3040,10027,,,,,,,,,NY,,13-17 W 128th Street,0,Christ Temple of the Apostolic Faith,
118,64,Brooklyn,,Georgia Farward ,Wed: 5:00PM-6:00PM,,,,,,,,,,,430,40.675339,-73.881227,27,44,58ab4127e452b_pantry_logo2.png,718-348-7414,11216,,,,,,,,,NY,,1221 Bedford Avenue,0,Christ The Rock International,
119,64,Brooklyn,,Reverand Francis Nicholson,Sat: 10:00AM-1:00PM,,,,,,,,,,,464,40.642598,-73.909931,27,44,58ab4127e452b_pantry_logo2.png,929-307-7991,11236,,,,,,,,,NY,,602 East 89th Street,0,Christian Church of Canarsie,
120,64,Brooklyn,,Carl Joseph,Sat: 10:00AM-12:00PM,,,,,,,,,,,372,40.6697419,-73.907922,27,44,58ab4127e452b_pantry_logo2.png,718-566-7300,11212,,,,,,,,,NY,,130 Watkins Street,0,Christian Crossroads,
121,64,Brooklyn,,Jill Smith,Thu: 9:00AM-1:00PM,,,,,,,,,,,361,40.6537319,-73.907634,27,44,58ab4127e452b_pantry_logo2.png,718-306-1000,11212,,,,,,,,,NY,,716 Chester Street,0,Christian Cultural Center,
122,64,Brooklyn,,Elizabeth Smalls,Thu: 2:00PM-6:00PM,,,,,,,,,,,368,40.693944,-73.981667,27,44,58ab4127e452b_pantry_logo2.png,718-314-1165,11201,,,,,,,,,NY,,132 Carlton Ave,0,Christian Fellowship Life Center,
123,64,Brooklyn,,Glennis Peters ,Wed: 10:30AM-12:30PM,,,,,,,,,,,131,40.6543899,-73.933492,27,44,58ab4127e452b_pantry_logo2.png,718-941-6382,11203,,,,,,,,,NY,,777-779 Schenectady Avenue,0,Christian Fellowship SDA Community Svcs FP,
124,65,Brooklyn,,Lucille Walters,Mon: 5:00PM-6:00PM|-      -|Tue: 5:00PM-6:00PM|-      -|Wed: 5:00PM-6:00PM,,,,,,,,,,,577,40.6543899,-73.933492,28,44,58ab42aa3f633_kitchen.png,718-469-2050,11203,,,,,,,,,NY,,777-779 Schenectady Avenue,0,Christian Fellowship SDA Community Svcs- S.K.,
125,64,Staten Island,,Reverend John Rocco Carlo,Tue: 6:00PM-8:00PM|-      -|Wed: 6:00PM-7:30PM,,,,,,,,,,,178,40.6046869,-74.092483,27,44,58ab4127e452b_pantry_logo2.png,718-273-5850,10304,,,,,,,,,NY,,910 Richmond Road,0,Christian Pentecostal Church,
126,64,Jamaica,,Christine Persaud,Fri: 2:00PM-5:00PM,,,,,,,,,,,307,40.688766,-73.82304,27,44,58ab4127e452b_pantry_logo2.png,718-480-1422,11419,,,,,,,,,NY,,120-13 Liberty Ave,0,Christina Home Care Food Pantry,
127,64,Brooklyn,,May Walker,Thu: 11:30AM-1:30PM,,,,,,,,,,,228,40.672325,-73.961022,27,44,58ab4127e452b_pantry_logo2.png,718-783-6024,11238,,,,,,,,,NY,,836 Classon Avenue,0,Church of God Feeding Hungry,
128,64,Brooklyn,,Desmond Best,Sat: 1:00PM-2:30PM,,,,,,,,,,,242,40.6512469,-73.918189,27,44,58ab4127e452b_pantry_logo2.png,718-346-4897,11236,,,,,,,,,NY,,627-29 Remsen Avenue,0,Church of God in Christ,
129,64,Brooklyn,,Sheila Beaujour,Sat: 2:00PM-3:00PM,,,,,,,,,,,335,40.660127,-73.926002,27,44,58ab4127e452b_pantry_logo2.png,718-826-0685,11212,,,,,,,,,NY,,1011 Winthrop Street,0,Church of God Inc.,
130,64,Brooklyn,,Sonia Thomas,Tue: 5:00PM-7:00PM,,,,,,,,,,,350,40.659035,-73.895137,27,44,58ab4127e452b_pantry_logo2.png,718-649-5533,11207,,,,,,,,,NY,,71 Malta Street,0,Church of God of Prophecy,
131,65,Brooklyn,,Sonia Thomas,Tue: 5:00PM-7:00PM,,,,,,,,,,,664,40.659035,-73.895137,28,44,58ab42aa3f633_kitchen.png,718-649-5533,11207,,,,,,,,,NY,,71 Malta Street,0,Church of God of Prophecy,
132,64,Brooklyn,,Vivian Lazard,Tue: 9:00AM-11:00AM|-      -|Thu: 9:00AM-11:00AM,,,,,,,,,,,567,40.646644,-73.949102,27,44,58ab4127e452b_pantry_logo2.png,347-984-3350,11226,,,,,,,,,NY,,1615 Nostrand Avenue,0,Church of God of Salvation,
133,64,Brooklyn,,Lael Tikili,Tue: 5:00PM-6:30PM,,,,,,,,,,,418,40.6746699,-73.941529,27,44,58ab4127e452b_pantry_logo2.png,718-221-9718,11213,,,,,,,,,NY,,922 St Marks Avenue,0,Church of God Seventh Day Pentecostal,
134,64,Manhattan,,Mary Massimo,Tue: 2:00PM-4:00PM,,,,,,,,,,,142,40.8049359,-73.960571,27,44,58ab4127e452b_pantry_logo2.png,212-866-1500,10025,,,,,,,,,NY,,405 WEST 114TH STREET,0,CHURCH OF NOTRE DAME,
135,64,Brooklyn,,Lorna Harrigan,Sat: 12:30PM-2:30PM,,,,,,,,,,,499,40.67139,-73.922376,27,44,58ab4127e452b_pantry_logo2.png,347-462-5679,11233,,,,,,,,,NY,,526 Ralph Avenue,0,Church of Praise and Worship God in Christ,
136,64,Bronx,,Lorrin Johnson,Tue: 8:00AM-12:00PM,,,,,,,,,,,414,40.8951229,-73.85306,27,44,58ab4127e452b_pantry_logo2.png,718-324-5340,10466,,,,,,,,,NY,,760 Whitehall Place,0,Church of St. Frances of Rome,
137,64,Brooklyn,,Beverly Smith-Hutson,Mon: 5:00PM-7:30PM,,,,,,,,,,,404,40.6686029,-73.944575,27,44,58ab4127e452b_pantry_logo2.png,718-756-6607,11213,,,,,,,,,NY,,1417 Union Street,0,Church of St. Mark,
138,65,Manhattan,,Kathleen Zirnhelt,Tue: 11:30AM-12:30PM|-      -|Thu: 11:30AM-12:30PM,,,,,,,,,,,698,40.769334,-73.984966,28,44,58ab42aa3f633_kitchen.png,212-265-3495,10019,,,,,,,,,NY,,405 West 59th Street,0,Church of St. Paul the Apostle,
139,64,Manhattan,,Kathleen Zirnhelt,Sat: 10:00AM-12:30PM,,,,,,,,,,,215,40.769334,-73.984966,27,44,58ab4127e452b_pantry_logo2.png,212-265-3495,10019,,,,,,,,,NY,,405 West 59th Street,0,Church of St. Paul the Apostle Pantry,
140,64,Manhattan,,Kelvin Morillo,Tue: 10:30AM-11:30AM,,,,,,,,,,,66,40.816324,-73.952836,27,44,58ab4127e452b_pantry_logo2.png,917-573-6633,10027,,,,,,,,,NY,,88 Convent Avenue,0,Church of the Annunciation,
141,64,Manhattan,,Christina Neptune,Fri: 1:00PM-2:00PM,,,,,,,,,,,167,40.827353,-73.944652,27,44,58ab4127e452b_pantry_logo2.png,718-227-8480,10031,,,,,,,,,NY,,459 West 149th Street,0,Church of the Crucifixion,
142,65,Manhattan,,Laura Noggle,Wed: 6:45PM-8:15PM,,,,,,,,,,,588,40.7683499,-73.952697,28,44,58ab42aa3f633_kitchen.png,212-737-2720,10021,,,,,,,,,NY,,1393 York Avenue,0,Church of the Epiphany,
143,64,Brooklyn,,Jennifer Smith,Fri: 9:00AM-10:30AM,,,,,,,,,,,462,40.631531,-73.980359,27,44,58ab4127e452b_pantry_logo2.png,718-722-60011,11204,,,,,,,,,NY,,1712 45th Street,0,Church of the Holy Spirit,
144,64,Queens Village,,Deacon Francois Innocent,Fri: 1:00PM-3:00PM,,,,,,,,,,,103,40.7195529,-73.757192,27,44,58ab4127e452b_pantry_logo2.png,718-465-8534,11427,,,,,,,,,NY,,89-28 207th Street,0,Church of the Incarnation,
145,64,Brooklyn,,Lynette Tuitt,Sat: 8:30AM-12:30PM,,,,,,,,,,,257,40.6720639,-73.933617,27,44,58ab4127e452b_pantry_logo2.png,646-573-0022 ,11213,,,,,,,,,NY,257,212 Schenectady Avenue,0,Church of the Living God,
146,64,Long Island City,,Bethania Perkins ,Sat: 11:00AM-2:00PM,,,,,,,,,,,549,40.766939,-73.930156,27,44,58ab4127e452b_pantry_logo2.png,646-808-4361,11106,,,,,,,,,NY,,3117 21st Street,0,"Cienfuegos Foundation, Inc.",
147,64,Bronx,,Mavis Dehaney,Tue: 1:00PM-2:30PM,,,,,,,,,,,272,40.876244,-73.866999,27,44,58ab4127e452b_pantry_logo2.png,718-798-3052,10467,,,,,,,,,NY,,3453 White Plains Road,0,City of Faith Church of God,
148,64,Bronx,,Gleneta Salmon,Wed: 5:30PM-7:00PM,,,,,,,,,,,506,40.880197,-73.831787,27,44,58ab4127e452b_pantry_logo2.png,646-851-8591,10475,,,,,,,,,NY,,1010 Baychester Avenue,0,Co-Op City Seventh Day Adventist Church,
149,64,Bronx,,Barbara White,Wed: 9:00AM-11:00AM,,,,,,,,,,,36,40.824288,-73.899669,27,44,58ab4127e452b_pantry_logo2.png,718-617-3744,10459,,,,,,,,,NY,,1034 Prospect Avenue,0,"Come World Ministries, Inc.",
150,65,Bronx,,Barbara White,Sat: 12:00PM-2:00PM,,,,,,,,,,,575,40.824288,-73.899669,28,44,58ab42aa3f633_kitchen.png,718-617-3744,10459,,,,,,,,,NY,,1034 Prospect Avenue,0,"Come World Ministries, Inc.",
151,64,Ridgewood,,Lynn Pham,Mon: 10:00AM-4:00PM|-      -|Tue: 10:00AM-4:00PM|-      -|Wed: 10:00AM-4:00PM|-      -|Thu: 10:00AM-4:00PM|-      -|Fri: 10:00AM-4:00PM,,,,,,,,,,,507,40.701943,-73.880861,27,44,58ab4127e452b_pantry_logo2.png,718-305-4888,11385,,,,,,,,,NY,,60-85 Myrtle Avenue,0,Community Alliance Initiative,
152,64,Far Rockaway,,Sheila Johnson,Fri: 12:30PM-3:30PM|-      -|Sat: 12:30PM-3:30PM,,,,,,,,,,,488,40.606392,-73.750544,27,44,58ab4127e452b_pantry_logo2.png,718-327-5242,11691,,,,,,,,,NY,,1414 Central Avenue,0,Community Church of the Nazarene,
153,64,Staten Island,,George Barreto,Wed: 10:00AM-4:00PM|-      -|Fri: 2:00PM-8:00PM|-      -|Sat: 10:00AM-4:00PM,,,,,,,,,,,407,40.640278,-74.134169,27,44,58ab4127e452b_pantry_logo2.png,718-808-1840,10302,,,,,,,,,NY,,2134 Richmond Terrace,0,Community Health Action of Staten Island Inc.,
154,64,Manhattan,,Ricardo Bustamante,Mon: 12:30PM-2:00PM|-      -|Thu: 12:30PM-2:00PM,,,,,,,,,,,69,40.807065,-73.965791,27,44,58ab4127e452b_pantry_logo2.png,212-854-6310,10025,,,,,,,,,NY,,616 West 114th Street,0,Community Impact Food Pantry,
155,65,Manhattan,,Derrick Berg,Fri: 12:15PM-1:15PM,,,,,,,,,,,608,40.807065,-73.965791,28,44,58ab42aa3f633_kitchen.png,212-854-6310,10025,,,,,,,,,NY,,616 West 114th Street,0,Community Impact Soup Kitchen,
156,65,Manhattan,,Sheree Quiles,Mon: 4:00PM-6:00PM|-      -|Tue: 4:00PM-6:00PM|-      -|Wed: 4:00PM-6:00PM|-      -|Thu: 4:00PM-6:00PM|-      -|Fri: 4:00PM-6:00PM,,,,,,,,,,,582,40.8041649,-73.954853,28,44,58ab42aa3f633_kitchen.png,212-566-7855 x6104,10026,,,,,,,,,NY,,252 West 116th Street,0,Community Kitchen and Food Pantry (Kitchen),
157,64,Manhattan,,Sheree Quiles,Tue: 9:00AM-3:30PM|-      -|Tue: 11:00AM-3:30PM|-      -|Wed: 1:00PM-8:00PM|-      -|Thu: 9:00AM-3:30PM|-      -|Thu: 11:00AM-3:30PM|-      -|Fri: 9:00AM-3:30PM|-      -|Fri: 11:00AM-3:30PM,,,,,,,,,,,383,40.8041649,-73.954853,27,44,58ab4127e452b_pantry_logo2.png,212-566-7855 x6104,10026,,,,,,,,,NY,,252 West 116th Street,0,Community Kitchen and Food Pantry (Pantry),
158,63,Manhattan,,Sheree Quiles,Mon: 9:00AM-10:00AM|-      -|Mon: 2:00PM-3:00PM|-      -|Tue: 9:00AM-10:00AM|-      -|Tue: 2:00PM-3:00PM|-      -|Wed: 9:00AM-10:00AM|-      -|Wed: 2:00PM-3:00PM|-      -|Thu: 9:00AM-10:00AM|-      -|Thu: 2:00PM-3:00PM|-      -|Fri: 9:00AM-10:00AM|-      -|Fri: 2:00PM-3:00PM,,,,,,,,,,,7,40.8041649,-73.954853,24,44,58ab38bc2da61_senior_logo.png,212-566-7855 x6104,10026,,,,,,,,,NY,,252 West 116th Street,0,Community Kitchen and Food Pantry of West Harlem,
159,64,Manhattan,,Connie Santana,Wed: 9:00AM-11:00AM|-      -|Sat: 9:00AM-11:00AM,,,,,,,,,,,136,40.8343649,-73.941801,27,44,58ab4127e452b_pantry_logo2.png,212-795-4779,10032,,,,,,,,,NY,,508 West 159th Street,0,Community League of the Heights,
160,66,Brooklyn ,,,Mon-Thu 10:00AM-4:30PM,,,,,,,,,,,733,40.6918565,-73.9605067,46,44,snap_logo.png,718-865-8278 ext. 101,11205,,,,,,,,,NY,,263 CLASSON AVENUE ,0,Community Services Center Greater Williamsburg ,
161,64,Brooklyn,,Albion Liburd,Thu: 10:00AM-12:00PM,,,,,,,,,,,356,40.668931,-73.920052,27,44,58ab4127e452b_pantry_logo2.png,718-568-4950,11233,,,,,,,,,NY,,547 Howard Avenue,0,Community Services Housing Development Corp.,
162,65,Manhattan,,Larissa Wohl,Thu: 12:00PM-1:00PM,,,,,,,,,,,617,40.789957,-73.976291,28,44,58ab42aa3f633_kitchen.png,212-799-1808,10024,,,,,,,,,NY,,257 West 88th Street,0,Congregation Bnai Jeshurun,
163,67,Manhattan,,Larissa Wohl,Thu: 12:00PM-1:00PM,,,,,,,,,,,794,40.789957,-73.976291,49,44,kosher_logo.png,212-799-1808,10024,,,,,,,,,NY,,257 West 88th Street,0,Congregation Bnai Jeshurun,
164,64,Manhattan,,Arthurean Evans,Mon: 9:00AM-12:00PM|-      -|Thu: 9:00AM-12:00PM,,,,,,,,,,,68,40.8238449,-73.946304,27,44,58ab4127e452b_pantry_logo2.png,646-698-5102,10031,,,,,,,,,NY,,425 West 144th Street,0,Convent Avenue Baptist Church,
165,64,Brooklyn,,Diana Little,Tue: 11:00AM-1:00PM,,,,,,,,,,,42,40.686711,-73.935294,27,44,58ab4127e452b_pantry_logo2.png,347-221-1801,11221,,,,,,,,,NY,,562-574 Madison Street,0,Cornerstone Baptist Food Pantry,
166,64,Brooklyn,,Merle Antoine,Thu: 10:00AM-12:00PM,,,,,,,,,,,222,40.674624,-73.896604,27,44,58ab4127e452b_pantry_logo2.png,718-453-5589,11207,,,,,,,,,NY,,138 Pennsylvania Avenue,0,Cornerstone SDA Church,
167,65,Brooklyn,,Merle Antoine ,Sun: 11:00AM-1:00PM,,,,,,,,,,,641,40.674624,-73.896604,28,44,58ab42aa3f633_kitchen.png,718-942-7606,11207,,,,,,,,,NY,,138 Pennsylvania Avenue,0,Cornerstone SDA Church,
168,64,Corona,,Speedie Plummer,Mon: 9:00AM-11:00AM,,,,,,,,,,,104,40.750945,-73.863236,27,44,58ab4127e452b_pantry_logo2.png,718-651-4535,11368,,,,,,,,,NY,,35-30 103rd Street,0,Corona SDA Church,
169,65,Corona,,Speedie Plummer,Sun: 12:00PM-2:00PM,,,,,,,,,,,602,40.750945,-73.863236,28,44,58ab42aa3f633_kitchen.png,917-806-1316,11368,,,,,,,,,NY,,35-30 103rd Street,0,Corona SDA Church,
170,64,Woodside,,Sharon Callaghan,Wed: 11:00AM-1:00PM,,,,,,,,,,,105,40.748865,-73.902935,27,44,58ab4127e452b_pantry_logo2.png,718-721-2774,11377,,,,,,,,,NY,,31-31 60th Street,0,Corpus Christi Food Pantry,
171,64,Forest Hills,,Moisey Binchkauska,Sun: 11:00AM-3:00PM|-      -|Thu: 11:00AM-3:00PM,,,,,,,,,,,517,40.7200169,-73.836329,27,44,58ab4127e452b_pantry_logo2.png,917-518-0904,11375,,,,,,,,,NY,,75-02 113th Street,0,Council of Aid for Central Asian Jews,
172,64,Staten Island,,stacey Lee,Tue: 9:00AM-12:30PM|-      -|Thu: 9:00AM-12:30PM,,,,,,,,,,,126,40.632471,-74.133527,27,44,58ab4127e452b_pantry_logo2.png,718-720-4047 ext 103,10302,,,,,,,,,NY,,984 Post Avenue,0,Council of Jewish Organizations of Staten Island,
173,67,Staten Island,,stacey Lee,Tue: 9:00AM-12:30PM Thu: 9:00AM-12:30PM,,,,,,,,,,,758,40.632471,-74.133527,47,44,kosher_logo.png,718-720-4047 ext 103,10302,,,,,,,,,NY,,984 Post Avenue,0,Council of Jewish Organizations of Staten Island,
174,64,Bronx,,Kamisha Williams,Mon: 12:00PM-2:00PM|-      -|Wed: 12:00PM-2:00PM|-      -|Fri: 12:00PM-2:00PM,,,,,,,,,,,164,40.8619739,-73.899158,27,44,58ab4127e452b_pantry_logo2.png,718-367-1754,10468,,,,,,,,,NY,,114 East 188th Street,0,Creston Avenue Baptist Church,
175,65,Bronx,,Kamisha Williams,Sat: 12:00PM-2:00PM,,,,,,,,,,,624,40.8619739,-73.899158,28,44,58ab42aa3f633_kitchen.png,347-820-6114,10468,,,,,,,,,NY,,114 East 188th Street,0,Creston Avenue Baptist Church,
176,64,Ozone Park,,Curtis Lloyd,Fri: 9:00AM-11:00AM,,,,,,,,,,,289,40.691892,-73.940028,27,44,58ab4127e452b_pantry_logo2.png,718-971-4953,11416,,,,,,,,,NY,,85-12 101st Avenue ,0,Crossover Baptist Church Comm. Outreach Help Cntr.,
177,65,Manhattan,,Jeremy Shaffer,Sun: 7:00AM-8:00AM|-      -|Mon: 7:00AM-8:00AM,,,,,,,,,,,593,40.7575429,-73.972961,28,44,58ab42aa3f633_kitchen.png,646-206-0699,10022,,,,,,,,,NY,,108 East 51st Street,0,Crossroads Community Services,
178,64,Manhattan,,David Sanders,Tue: 8:00AM-12:00PM,,,,,,,,,,,88,40.7575429,-73.972961,27,44,58ab4127e452b_pantry_logo2.png,212-378-0234,10022,,,,,,,,,NY,88,108 East 51st Street,0,Crossroads Community Services Inc.,
179,64,Brooklyn,,Angella Auguste,Fri: 4:00PM-7:00PM,,,,,,,,,,,419,40.659761,-73.944826,27,44,58ab4127e452b_pantry_logo2.png,718-493-5049,11203,,,,,,,,,NY,,467 Rutland Road,0,Crown Heights Community Outreach Center,
180,64,Brooklyn,,Bella Vilenkin,Wed: 1:30PM-3:00PM,,,,,,,,,,,43,40.664594,-73.935711,27,44,58ab4127e452b_pantry_logo2.png,718-771-9000 x7701,11213,,,,,,,,,NY,,899 Montgomery Street,0,Crown Heights Jewish Community Council,
181,67,Brooklyn,,Bella Vilenkin,Wed: 1:30PM-3:00PM,,,,,,,,,,,754,40.664594,-73.935711,47,44,kosher_logo.png,718-771-9000 x7701,11213,,,,,,,,,NY,,899 Montgomery Street,0,Crown Heights Jewish Community Council,
182,64,Brooklyn,,Dorothy Mack-Hampton,Tue: 1:30PM-2:45PM,,,,,,,,,,,265,40.683317,-73.985945,27,44,58ab4127e452b_pantry_logo2.png,718-624-3300,11217,,,,,,,,,NY,,424 Dean Street,0,Cuyler Warren United Methodist Church,
183,64,Bronx,,Angel Caballero ,Wed: 10:00AM-12:00PM,,,,,,,,,,,559,40.8537329,-73.908536,27,44,58ab4127e452b_pantry_logo2.png,718-731-6360,10453,,,,,,,,,NY,559,2038 Davidson Avenue,0,Davidson Community Center,
