"PROVIDER_NAME","PROVIDER_NUMBER","PROVIDER_STREET","PROVIDER_CITY","PROVIDER_COUNTY","PROVIDER_STATE","PROVIDER_ZIP_CODE","PROVIDER_ZIP_CODE_PLUS_4","PROGRAM_NAME","PROGRAM_NUMBER","PROGRAM_COUNTY","PROGRAM_STREET_ADDRESS","PROGRAM_CITY","PROGRAM_STATE","PROGRAM_ZIP_CODE","PROGRAM_ZIP_CODE_PLUS_4","PROGRAM_DIRECTOR","PROGRAM_DIRECTOR_EMAIL","PROGRAM_DIRECTOR_TELEPHONE","PROGRAM_DIRECTOR_PHONE_EXTENSION","PROGRAM_TYPE","SERVICE_TYPE","ADMISSION_PHONE","ADMISSION_PHONE_EXT","ADDITIONAL_LOCATION_NAME","ADDITIONAL_LOCATION_STREET","ADDITIONAL_LOCATION_CITY","ADDITIONAL_LOCATION_ZIP","ADDITIONAL_LOCATION_COUNTYNAME"
"Counseling Service of E.D.N.Y., Inc.","80","175 Remsen St","Brooklyn","Kings","NY","11201","4333","Counseling Service of E.D.N.Y. OP 2","6285","Kings","175 Remsen St","Brooklyn","NY","11201","4333","Ms. Orsline Fraser LMSW","orsline.fraser@csedny.org","7188586631","36","Outpatient","Outpatient Clinic","7188586631","","","","","",""
"Cumberland D/TC (HHC)","85450","100 North Portland Ave","Brooklyn","Kings","NY","11205","2005","Alcoholism Treatment Program OP","51910","Kings","100 N Portland Ave","Brooklyn","NY","11205","2005","Mr. Ashok Parmar","ashok.parmar@nychhc.org","7182604810","","Outpatient","Outpatient Clinic","7182607703","","New York City Health and Hospitals Corporation","185 Marcy Avenue","Brooklyn","11211","Kings"
"Cumberland D/TC (HHC)","85450","100 North Portland Ave","Brooklyn","Kings","NY","11205","2005","Alcoholism Treatment Program OP R","53165","Kings","100 N Portland Ave","Brooklyn","NY","11205","2005","Mr. Ashok Parmar","ashok.parmar@nychhc.org","7182604810","","Outpatient","Outpatient Rehabilitation","","","","","","",""
"Dynamic Youth Community Inc","105","1830 Coney Island Ave","Brooklyn","Kings","NY","11230","6502","Dynamic Youth Community Inc OP","528","Kings","1830 Coney Island Ave","Brooklyn","NY","11230","6502","Mr. William Fusco CASAC","wfusco@dycinc.org","7183767923","","Outpatient","Outpatient Clinic","","","Dynamic Youth Community, Inc.","1808 Coney Island Avenue","Brooklyn","11230","Kings"
"Dynamic Youth Community Inc","105","1830 Coney Island Ave","Brooklyn","Kings","NY","11230","6502","Dynamic Youth CR","52160","Kings","1830 Coney Island Ave","Brooklyn","NY","11230","6502","Mr. William Fusco CASAC","wfusco@dycinc.org","7183767923","","Residential","Community Residential","","","","","","",""
"El Regreso, Inc.","1522","141 South 3rd Street","Brooklyn","Kings","NY","11211","5509","El Regreso IR 1","51995","Kings","141-143 S 3rd St","Brooklyn","NY","11211","5509","Mr. Jonathan Sesman","JSESMAN@ELREGRESO.ORG","7187826802","","Residential","Intensive Residential","","","","","","",""
"El Regreso, Inc.","1522","141 South 3rd Street","Brooklyn","Kings","NY","11211","5509","El Regreso, Inc. OP","6321","Kings","141-143 S 3rd St","Brooklyn","NY","11211","5509","Mr. James Bishop","jbishop@elregreso.org","7187826802","","Outpatient","Outpatient Clinic","","","","","","",""
"First Steps to Recovery, Inc.","2090","312 West 47th Street","New York","New York","NY","10036","3101","First Steps to Recovery OP 1","7334","Kings","2990 Brighton 12th St","Brooklyn","NY","11235","4755","Dr. Igor Beregnoi PhD","telele@icloud.com","2123973711","","Outpatient","Outpatient Clinic","7187435159","","","","","",""
"Hands On Health Associates, LLC","48040","249 Pennsylvania Ave","Brooklyn","Kings","NY","11207","3436","Hands On Health Associates, LLC OP","52619","Kings","249 Pennsylvania Ave","Brooklyn","NY","11207","3436","Barukho Babayeva","bbabayeva@handsonny.com","3475473626","603","Outpatient","Outpatient Clinic","","","","","","",""
"HealthCare Choices NY, Inc.","49950","6209 16th Ave","Brooklyn","Kings","NY","11204","","HealthCare Choices NY, Inc. OP","53210","Kings","6209 16th Ave","Brooklyn","NY","11204","","Gilbert M Bell","gmbell@healthcarechoicesny.org","7182340073","","Outpatient","Outpatient Clinic","","","","","","",""
"Housing Works Community Healthcare","48960","57 Willoughby St","Brooklyn","Kings","NY","11201","","Housing Works Community Healthcare OP","52958","Kings","2640 Pitkin Ave","Brooklyn","NY","11208","2763","Megan Dougherty","m.dougherty@housingworks.org","7188278700","4314","Outpatient","Outpatient Clinic","","","","","","",""
"Hudson River Healthcare, Inc.","34370","1037 Main Street","Peekskill","Westchester","NY","10566","2913","Alpha School 822 Program OP","53298","Kings","2400 Linden Blvd","Brooklyn","NY","11208","4830","Susan Stallone-Schmid","sschmid@brightpointhealth.org","7186818700","6605","Outpatient","Outpatient Clinic","","","","","","",""
"Interfaith Medical Center","85470","1545 Atlantic Ave","Brooklyn","Kings","NY","11213","1122","Interfaith Medical Center IP","7038","Kings","1545 Atlantic Ave","Brooklyn","NY","11213","1122","Cynthia M Ellis LCSW","cellis@interfaithmedical.org","7186134330","","Inpatient","Inpatient Rehabilitation","7186134330","","","","","",""
"Interfaith Medical Center","85470","1545 Atlantic Ave","Brooklyn","Kings","NY","11213","1122","Interfaith Medical Center MMD","50586","Kings","1545 Atlantic Ave","Brooklyn","NY","11213","1122","Cynthia M Ellis LCSW","cellis@interfaithmedical.org","7186134330","","Crisis","Medical Managed Detoxification","7186134330","","","","","",""
"Interfaith Medical Center","85470","1545 Atlantic Ave","Brooklyn","Kings","NY","11213","1122","Interfaith Medical Center OP","50587","Kings","1545 Atlantic Ave","Brooklyn","NY","11213","1122","Cynthia M Ellis LCSW","cellis@interfaithmedical.org","7186134330","","Outpatient","Outpatient Clinic","7186134330","","","","","",""
"Interfaith Medical Center","85470","1545 Atlantic Ave","Brooklyn","Kings","NY","11213","1122","Interfaith Medical Center OP R","53012","Kings","1545 Atlantic Ave","Brooklyn","NY","11213","1122","Cynthia M Ellis LCSW","cellis@interfaithmedical.org","7186134330","","Outpatient","Outpatient Rehabilitation","","","","","","",""
"Interfaith Medical Center","85470","1545 Atlantic Ave","Brooklyn","Kings","NY","11213","1122","Interfaith Medical Ctr MMTP Clinic OTP","335","Kings","880 Bergen St","Brooklyn","NY","11238","","Ms. Suzette Collier RCSW","scollier@interfaithmedical.com","7186137510","7511",Opioid Treatment Program,"Opioid Outpatient Treatment","7186137510","","","","","",""
"Journeys","49320","1049 38th St","Brooklyn","Kings","NY","11219","1012","Journeys OP","52957","Kings","1049 38th St","Brooklyn","NY","11219","1012","Dr. Irwin Lenefsky","ilenefsky@yahoo.com","7187040200","103","Outpatient","Outpatient Clinic","7187040200","103","","","","",""
"Kings County Hospital Center (HHC)","87030","451 Clarkson Ave","Brooklyn","Kings","NY","11203","","King Co. Hosp. Ctr. (HHC) OP","51909","Kings","410 Winthrop St","Brooklyn","NY","11203","2097","Mr. Robert Musacchio","robert.musacchio@nychhc.org","7182452635","","Outpatient","Outpatient Clinic","7182454878","","","","","",""
"Kings County Hospital Center (HHC)","87030","451 Clarkson Ave","Brooklyn","Kings","NY","11203","","Kings Co. Hosp. OTP 2","920","Kings","591 Kingston Ave","Brooklyn","NY","11203","","Ms. Patrice Baker","patrice.baker@nychhc.org","7182452635","",Opioid Treatment Program,"Opioid Outpatient Treatment","7182452631","","","","","",""
"Kings County Hospital Center (HHC)","87030","451 Clarkson Ave","Brooklyn","Kings","NY","11203","","Kings County Hospital Center OP R 1","53163","Kings","410 Winthrop St","Brooklyn","NY","11203","2097","Mr. Robert Musacchio","Robert.Musacchio@nychhc.org","7182454878","","Outpatient","Outpatient Rehabilitation","7182454878","","","","","",""
"Kings County Hospital Center (HHC)","87030","451 Clarkson Ave","Brooklyn","Kings","NY","11203","","Kings County Hospital MMD","50152","Kings","410 Winthrop St","Brooklyn","NY","11203","","Ms. Julia Odion","julia.odion@nychhc.org","7182452635","","Crisis","Medical Managed Detoxification","7182452656","","","","","",""
"Kingsboro Addiction Treatment Center","90014","754 Lexington Avenue","Brooklyn","Kings","NY","11221","2944","Kingsboro ATC IP","52967","Kings","754 Lexington Ave","Brooklyn","NY","11221","2944","Ms. Vibeke Velez","Vibeke.Velez@oasas.ny.gov","7184533200","3474","Inpatient","Inpatient Rehabilitation","","","","","","",""
"Kingsboro Addiction Treatment Center","90014","754 Lexington Avenue","Brooklyn","Kings","NY","11221","2944","Kingsboro ATC MSW IP","51996","Kings","754 Lexington Ave","Brooklyn","NY","11221","2944","Ms. Vibeke Velez","Vibeke.Velez@oasas.ny.gov","7184533200","3474","Crisis","Med Sup Withdrawal - Inpatient","8662214800","","","","","",""
"LSA Recovery, Inc.","49060","1664 East 14th Street Suite 501","Brooklyn","Kings","NY","11229","","LSA Recovery, Inc. OP","52880","Kings","1664 E 14th St","Brooklyn","NY","11229","","Carly Gutierrez","cgutierrez@lsarecovery.org","7189543800","209","Outpatient","Outpatient Clinic","7189543800","210","LSA Recovery, Inc.","2846 Stillwell Avenue","Brooklyn","11224","Kings"
"N. Crown Heights Family Outreach Ctr","42930","763-765 Nostrand Ave","Brooklyn","Kings","NY","11216","4203","N. Crown Heights Family Outreach OP","51973","Kings","763-765 Nostrand Ave","Brooklyn","NY","11216","4203","Mr. Henry Babushkin","nchfoc@aol.com","7182308600","","Outpatient","Outpatient Clinic","7182308600","","","","","",""
"New York City Department of Police","28880","25 Elm Place","Brooklyn","New York","NY","11201","","NYPD Counseling Services Unit OP","52068","Kings","189 Montague St","Brooklyn","NY","11201","3610","Dr. Tremaine Sayles","tremaine.sayles@nypd.org","7188405535","","Outpatient","Outpatient Clinic","","","","","","",""
"New York Therapeutic Communities, Inc.","587","266 W 37th St","New York","New York","NY","10018","","NY Therapeutic Communities, Inc. OP","51994","Kings","2071 Fulton St","Brooklyn","NY","11233","3331","Ms. Susan James","sjames@staynout.org","3477708650","","Outpatient","Outpatient Clinic","3477708650","","","","","",""
"New York Therapeutic Communities, Inc.","587","266 W 37th St","New York","New York","NY","10018","","Serendipity I John David Cntr IR","5682","Kings","2071 Fulton St","Brooklyn","NY","11233","3331","Mr. Cesar A Sosa","csosa@staynout.org","7183980096","","Residential","Intensive Residential","7183980096","","","","","",""
"New York Therapeutic Communities, Inc.","587","266 W 37th St","New York","New York","NY","10018","","Serendipity II Madeline Randers Ctr IR","7191","Kings","944 Bedford Ave","Brooklyn","NY","11205","4502","Ms. Lisa Alexander","lalexander@staynout.org","7188020572","","Residential","Intensive Residential","7188020572","","","","","",""
"One World Counseling, LLC","48400","1670 E 17th St","Brooklyn","Kings","NY","11229","","One World Counseling, LLC OP","52690","Kings","1670 E 17th St","Brooklyn","NY","11229","1281","Mr. Dmitri Oster","adm.oneworld@gmail.com","7182332533","20","Outpatient","Outpatient Clinic","7182332533","20","","","","",""
"Outreach Development Corporation","31360","117-11 Myrtle Ave","Richmond Hill","Queens","NY","11418","1751","Outreach Development Corporation OP","51847","Kings","960 Manhattan Ave","Brooklyn","NY","11222","1625","Janet Walpole","janetwalpole@opiny.org","7183837200","","Outpatient","Outpatient Clinic","","","Outreach Development Corporation","16-14 Weirfield Street","Ridgewood","11385","Queens"
"PROMESA, Inc.","166","1776 Clay Ave","Bronx","Bronx","NY","10457","7239","PROMESA, Inc. OP 2","52898","Kings","561 Court St","Brooklyn","NY","11231","","Mr. Keith Martin","kemartin@acacianetwork.org","9175991215","","Outpatient","Outpatient Clinic","","","","","","",""
"PROMESA, Inc.","166","1776 Clay Ave","Bronx","Bronx","NY","10457","7239","PROMESA, Inc. OTP 1","52884","Kings","561 Court St","Brooklyn","NY","11231","","Jahan Ortiz","jaortiz@acacianetwork.org","9292085799","",Opioid Treatment Program,"Opioid Outpatient Treatment","","","","","","",""
"Realization Center, Inc.","27270","19 Union Square W","New York","Kings","NY","10003","","Realization Center, Inc. OP 1","7393","Kings","175 Remsen St","Brooklyn","NY","11201","4300","Ms. Debra Bovian","db1@realizationcenternyc.com","7183426700","","Outpatient","Outpatient Clinic","7183426700","","","","","",""
"Reborn for New Life, LLC","48370","98-25 65 Ave","Rego Park","Nassau","NY","11374","3428","Reborn for New Life, LLC OP","52748","Kings","400 Liberty Ave","Brooklyn","NY","11207","3062","Elizabeth A Torres","E.torres@Rebornfornewlife.com","9178939900","","Outpatient","Outpatient Clinic","","","","","","",""
"Resource Beacon of Hope, LLC","49600","449 39th Street","Brooklyn","Kings","NY","11232","2909","Resource Beacon of Hope MSW IP","53059","Kings","449 39th St","Brooklyn","NY","11232","2909","Ms. Connie Pentony-Brown","cpb@resourcebeaconofhope.com","7186334673","104","Crisis","Med Sup Withdrawal - Inpatient","","","","","","",""
"S.A.F.E. Foundation, Inc.","45700","255 Avenue W","Brooklyn","Kings","NY","11223","5109","SAFE Foundation OP","52129","Kings","255 Avenue W","Brooklyn","NY","11223","5202","Mr. Sean Kensing","sean@thesafefoundation.org","8665697233","302","Outpatient","Outpatient Clinic","8665697233","315","","","","",""
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Briarwood","Queens","NY","11435","2642","Samaritan Village OP","52916","Kings","2639 Atlantic Ave","Brooklyn","NY","11207","2407","Teresa Engo","teresa.engo@samaritanvillage.org","7186360015","","Outpatient","Outpatient Clinic","","","","","","",""
"South Brooklyn Medical Admin Srvs Inc.","553","685 Third Avenue","Brooklyn","Kings","NY","11232","1108","S Brooklyn Medical Admin Srvs Inc. OTP","1479","Kings","685 3rd Avenue","Brooklyn","NY","11232","1108","Ms. Alexis Bosco","sobro685@aol.com","7187882594","117",Opioid Treatment Program,"Opioid Outpatient Treatment","7187882594","112","","","","",""
"St. Joseph's Hospital, Yonkers","81050","127 S Broadway","Yonkers","Westchester","NY","10701","4006","Alabama Clinic OTP","52570","Kings","480 Alabama Ave","Brooklyn","NY","11207","5706","Mrs. Rose Scotman MSW","rscotman@svwsjmc.org","7184856000","",Opioid Treatment Program,"Opioid Outpatient Treatment","7184856000","117","","","","",""
"St. Joseph's Hospital, Yonkers","81050","127 S Broadway","Yonkers","Westchester","NY","10701","4006","St. Joseph's Hospital, Yonkers OTP 1","52566","Kings","211-221 Powell St","Brooklyn","NY","11212","8134","Mrs. Rose Scotman MSW","rscotman@svwsjmc.org","7185587240","",Opioid Treatment Program,"Opioid Outpatient Treatment","7184856000","","","","","",""
"St. Joseph's Hospital, Yonkers","81050","127 S Broadway","Yonkers","Westchester","NY","10701","4006","St. Joseph's Hospital, Yonkers OTP 2","52567","Kings","1480 Prospect Pl","Brooklyn","NY","11213","2427","Mrs. Rose Scotman MSW","rscotman@svwsjmc.org","7189532302","",Opioid Treatment Program,"Opioid Outpatient Treatment","7184856000","117","","","","",""
"St. Vincent's Services, Inc.","22300","66 Boerum Pl","Brooklyn","Kings","NY","11201","","St. Vincent's Services, Inc. OP","7310","Kings","66 Boerum Pl","Brooklyn","NY","11201","5705","Ms. Xaviera Romero","xaviera.romero@heartshare.org","7182060218","","Outpatient","Outpatient Clinic","7185226011","","","","","",""
"START Treatment & Recovery Centers","47570","22 Chapel St","Brooklyn","Kings","NY","11201","1903","ARTC Bushwick MMTP OTP","80","Kings","1149-55 Myrtle Ave","Brooklyn","NY","11206","6007","Ms. Drucilla Williams","bushwick@startny.org","3474158270","",Opioid Treatment Program,"Opioid Outpatient Treatment","7185741400","","","","","",""
"START Treatment & Recovery Centers","47570","22 Chapel St","Brooklyn","Kings","NY","11201","1903","East New York Clinic OTP","78","Kings","494 Dumont Ave","Brooklyn","NY","11207","5017","Ms. Drucilla Williams","eastnewyork@startny.org","9175898364","",Opioid Treatment Program,"Opioid Outpatient Treatment","","","","","","",""
"START Treatment & Recovery Centers","47570","22 Chapel St","Brooklyn","Kings","NY","11201","1903","Fort Greene Clinic OTP","7","Kings","937 Fulton St","Brooklyn","NY","11238","2347","Mr. James Flournoy","fortgreene@startny.org","7187891214","",Opioid Treatment Program,"Opioid Outpatient Treatment","7187891323","","","","","",""
"Staten Island University Hospital","85200","475 Seaview Ave","Staten Island","Richmond","NY","10305","","Staten Island University Hosp. OTP 2","7148","Kings","425 Coney Island Ave","Brooklyn","NY","11218","2605","Ms. Lydia Thomas-Ayinde","LThomas34@northwell.edu","7183065125","",Opioid Treatment Program,"Opioid Outpatient Treatment","7183065125","","","","","",""
"Staten Island University Hospital","85200","475 Seaview Ave","Staten Island","Richmond","NY","10305","","Staten Island University Hosp. OTP 3","7150","Kings","567 E 105th St","Brooklyn","NY","11236","2213","Ms. Lydia Thomas-Ayinde","LThomas34@northwell.edu","7183073001","",Opioid Treatment Program,"Opioid Outpatient Treatment","7183073001","","","","","",""
"T.R.I. Center, Inc.","16350","1369 Broadway","New York","New York","NY","10018","","T.R.I. Center, Inc. OP 2","6402","Kings","175 Remsen St","Brooklyn","NY","11201","4300","William Szewczuk","tricenter@msn.com","7188584050","","Outpatient","Outpatient Clinic","","","","","","",""
"The PAC Program of Brooklyn","44840","7 Debevoise St","Brooklyn","Kings","NY","11206","","The PAC Program of Brooklyn OP","52021","Kings","7 Debevoise St","Brooklyn","NY","11206","4101","Malin Falu","malin@thepacprogram.com","7183885950","","Outpatient","Outpatient Clinic","","","","","","",""
"The Resource Counseling Center","46430","449 39th St","Brooklyn","Kings","NY","11232","","The Resource Counseling Center OP","52554","Kings","449 39th St","Brooklyn","NY","11232","2909","Alexandra Anastasio","aanastasio@christophersreason.org","7186051989","","Outpatient","Outpatient Clinic","","","The Resource Training Center Inc.","408 77th Street","Brooklyn","11209","Kings"
"Urban Recovery House LLC","50560","411 Van Brunt St","Brooklyn","Kings","NY","11231","","Urban Recovery House LLC IP","53294","Kings","411 Van Brunt St","Brooklyn","NY","11231","","Denise Bertin-Epp","d.epp@urbanrecovery.com","6469606656","","Inpatient","Inpatient Rehabilitation","","","","","","",""
"Urban Recovery House LLC","50560","411 Van Brunt St","Brooklyn","Kings","NY","11231","","Urban Recovery House LLC MSW-IP","53295","Kings","411 Van Brunt St","Brooklyn","NY","11231","","Denise Bertin-Epp","d.epp@urbanrecovery.com","6469606656","","Crisis","Med Sup Withdrawal - Inpatient","","","","","","",""
"Woodhull Medical/Mental Health Ctr-HHC","85180","760 Broadway","Brooklyn","Kings","NY","11206","5317","Woodhull Medical & MH Center MMD","6096","Kings","760 Broadway","Brooklyn","NY","11206","5317","Mr. Ludwig Hauser","ludwig.hauser@woodhullhc.nychhc.org","7189638913","","Crisis","Medical Managed Detoxification","","","","","","",""
"Woodhull Medical/Mental Health Ctr-HHC","85180","760 Broadway","Brooklyn","Kings","NY","11206","5317","Woodhull Medical & MH Center OP","50911","Kings","760 Broadway","Brooklyn","NY","11206","5317","Mr. Ludwig Hauser","ludwig.hauser@woodhullhc.nychhc.org","7189638829","","Outpatient","Outpatient Clinic","","","New York City Health and Hospitals Corporation","404 Pine Street","Brooklyn","11208","Kings"
"CASA-Trinity, Inc.","37130","4612 Millennium Dr","Geneseo","Livingston","NY","14454","","CASA-Trinity, Inc. OP 1","50186","Livingston","45 Maple St","Dansville","NY","14437","9182","Ms. Tatiana Zentz","tzentz@casa-trinity.org","5853355052","","Outpatient","Outpatient Clinic","5853355052","","","","","",""
"CASA-Trinity, Inc.","37130","4612 Millennium Dr","Geneseo","Livingston","NY","14454","","CASA-Trinity, Inc. OP 2","50184","Livingston","4612 Millennium Dr","Geneseo","NY","14454","1197","Ms. Tatiana Zentz","tzentz@casa-trinity.org","5859915012","","Outpatient","Outpatient Clinic","5859915012","","","","","",""
"CASA-Trinity, Inc.","37130","4612 Millennium Dr","Geneseo","Livingston","NY","14454","","CASA-Trinity, Inc. SRR","53307","Livingston","45 Maple St","Dansville","NY","14437","9182","Ms. Lisa Stivers","lstivers@casa-trinity.org","5853355052","","Residential","820 Stabil Rehab Reintegration","5853355052","","","","","",""
"Liberty Resources, Inc.","50660","1045 James St","Syracuse","Onondaga","NY","13203","2758","Maxwell House CR","51121","Madison","239 Broad St","Oneida","NY","13421","","Melissa Jillson","mjillson@liberty-resources.org","3153630048","2114","Residential","Community Residential","3153638345","","","","","",""
"Liberty Resources, Inc.","50660","1045 James St","Syracuse","Onondaga","NY","13203","2758","The Next Step Apartment Program SL","51601","Madison","239 Broad St","Oneida","NY","13421","2147","Melissa Jillson","mjillson@liberty-resources.org","3153630048","2114","Residential","Supportive Living","3153638345","","","","","",""
"Action for A Better Community,Inc.","37090","550 E Main St","Rochester","Monroe","NY","14604","2522","New Directions OP","50519","Monroe","33 Chestnut St","Rochester","NY","14604","2303","Ms. Linda King-Bronner","lking-bronner@abcinfo.org","5852624330","3203","Outpatient","Outpatient Clinic","5852624330","3203","Action for a Better Community, Incorporated","727 St. Paul Street","Rochester","14605","Monroe"
"Baden Street Settlement of Rochester","16220","152 Baden Street","Rochester","Monroe","NY","14605","2054","Baden St. Settlement of Rochester OP","130","Monroe","585 Joseph Ave","Rochester","NY","14605","1215","Mr. Hector Diaz","hdiaz@badenstreet.org","5853258130","230","Outpatient","Outpatient Clinic","","","","","","",""
"Catholic Family Center","20250","79 N Clinton Ave","Rochester","Monroe","NY","14604","1407","Alexander Street CR","52208","Monroe","184 Alexander St","Rochester","NY","14607","3606","Lisa Lewis","llewis@cfcrochester.org","5855467220","6813","Residential","Community Residential","","","","","","",""
"Catholic Family Center","20250","79 N Clinton Ave","Rochester","Monroe","NY","14604","1407","Barrington Street CR","52207","Monroe","380 Barrington St","Rochester","NY","14607","3307","Lisa Lewis","llewis@cfcrochester.org","5855467220","6813","Residential","Community Residential","","","","","","",""
"Catholic Family Center","20250","79 N Clinton Ave","Rochester","Monroe","NY","14604","1407","Catholic Family Center OP","1191","Monroe","79 North Clinton Ave","Rochester","NY","14604","1407","JoAnne Castrechino","jcastrechino@cfcrochester.org","5855461271","6328","Outpatient","Outpatient Clinic","5855461271","6258","","","","",""
"Catholic Family Center","20250","79 N Clinton Ave","Rochester","Monroe","NY","14604","1407","Catholic Family Center OP R","51933","Monroe","79 North Clinton Ave","Rochester","NY","14604","1407","JoAnne Castrechino","jcastrechino@cfcrochester.org","5855461271","6328","Outpatient","Outpatient Rehabilitation","5855461271","6258","","","","",""
"Catholic Family Center","20250","79 N Clinton Ave","Rochester","Monroe","NY","14604","1407","Freedom House SRh","53038","Monroe","55 Troup St","Rochester","NY","14608","2053","Kristie Elias","kelias@cfcrochester.org","5855467220","5710","Residential","820 Stabil and Rehab","","","","","","",""
"Catholic Family Center","20250","79 N Clinton Ave","Rochester","Monroe","NY","14604","1407","Jones Avenue Community Residence CR","52209","Monroe","385 E Ridge Rd","Rochester","NY","14621","1207","Lisa Lewis","llewis@cfcrochester.org","5855467220","6813","Residential","Community Residential","","","","","","",""
"Catholic Family Center","20250","79 N Clinton Ave","Rochester","Monroe","NY","14604","1407","Liberty Manor SRh","53040","Monroe","997 Saint Paul St","Rochester","NY","14605","1051","Kristie Elias","kelias@cfcrochester.org","5855461271","5710","Residential","820 Stabil and Rehab","","","","","","",""
"Catholic Family Center","20250","79 N Clinton Ave","Rochester","Monroe","NY","14604","1407","Restart Supportive Living Program SL","52210","Monroe","79 N Clinton Ave","Rochester","NY","14604","","Lisa Lewis","llewis@cfcrochester.org","5855467220","6813","Residential","Supportive Living","","","","","","",""
"Conifer Park, Inc.","14770","79 Glenridge Rd","Glenville","Schenectady","NY","12302","4523","Outpatient Clinic","5265","Monroe","550-556 S Clinton Ave","Rochester","NY","14620","","Mr. Christopher J Taylor CASAC","Ctaylor@libertymgt.com","5854428422","","Outpatient","Outpatient Clinic","5854428422","","","","","",""
"Delphi Rise","37290","835 West Main Street","Rochester","Monroe","NY","14611","2335","Delphi Rise OP","6797","Monroe","835 W Main St","Rochester","NY","14611","2335","Ms. Mary Adams-Hatlestad","AdamsM@DelphiDrug.org","5854672230","131","Outpatient","Outpatient Clinic","","","","","","",""
"East House Corporation","50410","259 Monroe Ave","Rochester","Monroe","NY","14607","3632","Browncroft House CR","51314","Monroe","50 Browncroft Blvd","Rochester","NY","14609","7831","Ms. Margretta M Schaefer","gschaefer@easthouse.org","5852384830","","Residential","Community Residential","","","","","","",""
"East House Corporation","50410","259 Monroe Ave","Rochester","Monroe","NY","14607","3632","Crossroads Apartment Program SL","51260","Monroe","259 Monroe Ave","Rochester","NY","14607","3632","Ms. Margretta M Schaefer","gschaefer@easthouse.org","5852384830","","Residential","Supportive Living","","","","","","",""
"East House Corporation","50410","259 Monroe Ave","Rochester","Monroe","NY","14607","3632","Crossroads III, Cody House CR","50039","Monroe","407 Frederick Douglass St","Rochester","NY","14608","2467","Ms. Margretta M Schaefer","gschaefer@easthouse.org","5852384830","","Residential","Community Residential","","","","","","",""
"East House Corporation","50410","259 Monroe Ave","Rochester","Monroe","NY","14607","3632","Crossroads1, Hanson House CR","50037","Monroe","561 Mount Hope Ave","Rochester","NY","14620","","Ms. Margretta M Schaefer","gschaefer@easthouse.org","5852384830","","Residential","Community Residential","","","","","","",""
"East House Corporation","50410","259 Monroe Ave","Rochester","Monroe","NY","14607","3632","Hirst House CR","50038","Monroe","109 Dartmouth St","Rochester","NY","14607","2803","Ms. Margretta M Schaefer","gschaefer@easthouse.org","5852384830","","Residential","Community Residential","","","","","","",""
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Helio Health, Inc. MMW 1","52301","Monroe","1350 University Ave","Rochester","NY","14607","1682","Sabrina Howland","sabrinahow@sbh.org","5852875622","","Crisis","Medically Monitored Withdrawal","5852875622","","","","","",""
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Helio Health, Inc. MSW-IP 1","52300","Monroe","1350 University Ave","Rochester","NY","14607","1682","Sabrina Howland","sabrinahow@sbh.org","5852875622","","Crisis","Med Sup Withdrawal - Inpatient","5852875622","","","","","",""
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Pathway Houses Supportive Living","53068","Monroe","1350 University Ave","Rochester","NY","14607","1682","Sabrina Howland","sabrinahow@sbh.org","5852324674","","Residential","Supportive Living","5852324674","","","","","",""
"Huther-Doyle Memorial Institute, Inc.","32707","360 East Ave","Rochester","Monroe","NY","14604","2638","Discovery OP","6013","Monroe","360 East Ave","Rochester","NY","14604","2699","Ms. Katie Serio","kserio@hutherdoyle.com","5853255100","","Outpatient","Outpatient Clinic","5853255100","3569","","","","",""
"John L. Norris Addiction Treatment Ctr","90002","1111 Elmwood Ave","Rochester","Monroe","NY","14620","3005","John L. Norris ATC IP","50722","Monroe","1732 South Ave","Rochester","NY","14620","4238","Mr. Jason Goldwasser","jason.goldwasser@oasas.ny.gov","5854610410","238","Inpatient","Inpatient Rehabilitation","","","","","","",""
"PRCD, Inc.","37360","81 Lake Ave","Rochester","Monroe","NY","14608","","Barbara Wolk Schwarz Women's CR","51037","Monroe","2650 Ridgeway Ave","Rochester","NY","14626","4209","Janice Leonardi","janice.leonardi@rochesterregional.org","5853688957","","Residential","Community Residential","5857237717","","","","","",""
"PRCD, Inc.","37360","81 Lake Ave","Rochester","Monroe","NY","14608","","PRCD, Inc. RRSY","5445","Monroe","2654 Ridgeway Ave","Rochester","NY","14626","4209","Janice Leonardi","michelle.libutti@rochesterregional.org","5853688957","","Residential","Residential Rehab for Youth","5853686990","","","","","",""
"Sisters of Charity Hospital of Buffalo","81820","2157 Main St","Buffalo","Erie","NY","14214","","Sisters of Charity Hospital OTP 1","6924","Monroe","435 E Henrietta Rd","Rochester","NY","14620","4629","Mrs. sheryl brown","sbrown@chsbuffalo.org","7168622012","",Opioid Treatment Program,"Opioid Outpatient Treatment","","","","","","",""
